adhesome_gene,corr,tissue
VIM,-0.310314268,Breast
ARHGAP21,0.490725325,Breast
ABI1,0.672881263,Breast
MPP7,0.586172927,Breast
SVIL,0.604905599,Breast
ARHGAP12,0.775834229,Breast
ITGB1,-0.068483735,Breast
NRP1,-0.222497881,Breast
PARD3,0.6309119,Breast
MAPK8,0.726834803,Breast
ANK3,0.793919583,Breast
CTNNA3,0.370898831,Breast
VCL,0.383213648,Breast
DLG5,0.557134498,Breast
LDB3,-0.062581349,Breast
PTEN,-0.217921495,Breast
SORBS1,-0.362158302,Breast
ADAM12,0.129945084,Breast
DOCK1,0.630887059,Breast
HRAS,0.260554388,Breast
CD151,-0.292105538,Breast
ILK,0.282773656,Breast
PARVA,-0.270534678,Breast
PLEKHA7,0.735989317,Breast
PTPRJ,0.616193466,Breast
CTNND1,0.732161998,Breast
LPXN,0.510335149,Breast
SLC3A2,0.40009238,Breast
FERMT3,-0.194016019,Breast
CAPN1,0.53780679,Breast
CFL1,-0.243243842,Breast
CORO1B,0.283016753,Breast
PPFIA1,0.429381593,Breast
CTTN,0.425519325,Breast
INPPL1,0.659407857,Breast
MYO7A,0.052097305,Breast
PAK1,0.696405931,Breast
RDX,-0.049927428,Breast
LAYN,0.49319181,Breast
CBL,0.417452062,Breast
THY1,0.126849414,Breast
ARHGEF12,0.61461581,Breast
ARHGAP32,0.823861487,Breast
PTPN6,0.518821526,Breast
PTPRO,0.085690173,Breast
TUBA1B,-0.192577031,Breast
RACGAP1,0.360987293,Breast
LIMA1,0.225312526,Breast
ITGB7,0.57213916,Breast
ITGA5,-0.092122498,Breast
ITGA7,-0.419857966,Breast
LRP1,-0.138745796,Breast
AGAP2,0.436531302,Breast
LIN7A,0.280945313,Breast
VEZT,0.671597651,Breast
SSH1,0.314841944,Breast
TRPV4,0.543387474,Breast
GIT2,0.551234223,Breast
PTPN11,-0.097755708,Breast
PXN,0.390700383,Breast
CLIP1,0.346711018,Breast
STARD13,0.209258316,Breast
TRPC4,0.194689887,Breast
LMO7,0.684919219,Breast
ARHGEF7,0.238443815,Breast
MMP14,0.120932546,Breast
CDH24,0.377535961,Breast
PRKD1,0.218531022,Breast
ARHGAP5,0.703878961,Breast
ARF6,0.554921771,Breast
FERMT2,-0.40176348,Breast
KTN1,0.447347577,Breast
AKAP5,0.557614084,Breast
HSPA2,-0.025392444,Breast
ACTN1,0.449005395,Breast
PSEN1,0.365597905,Breast
NUMB,0.776664868,Breast
DYNC1H1,0.324764931,Breast
ZFYVE21,0.07006377,Breast
AKT1,0.16822872,Breast
TJP1,0.174495979,Breast
TRPM7,0.672686601,Breast
CGNL1,0.711498391,Breast
ADAM10,0.588820807,Breast
ITGA11,0.455004302,Breast
CSK,0.315802586,Breast
PEAK1,0.363334241,Breast
CIB2,-0.060619473,Breast
CIB1,0.202045259,Breast
IQGAP1,0.512422442,Breast
SYNM,0.57205876,Breast
MAPK8IP3,0.677706025,Breast
PKD1,0.516451597,Breast
PDPK1,0.528815912,Breast
NUDT16L1,0.31082329,Breast
SH2B1,0.648299562,Breast
ITGAL,0.485106762,Breast
ITGAM,-0.067670906,Breast
ITGAX,0.1977489,Breast
ITGAD,0.09454455,Breast
TGFB1I1,0.16840051,Breast
CDH8,0.393494317,Breast
CDH11,0.608415983,Breast
CDH5,-0.329949911,Breast
CDH3,0.559610669,Breast
CDH1,0.66490439,Breast
BCAR1,0.307385532,Breast
CDH15,0.375056351,Breast
CRK,-0.299056245,Breast
ITGAE,-0.00668675,Breast
PFN1,-0.385519917,Breast
NDEL1,0.452090802,Breast
MYH10,0.432267179,Breast
GIT1,-0.052085334,Breast
SRCIN1,0.596159047,Breast
LASP1,-0.001515436,Breast
GRB7,0.585346104,Breast
WIPF2,0.558635367,Breast
JUP,0.709779713,Breast
STAT3,0.299454156,Breast
ITGB3,0.020553375,Breast
ABI3,0.127088782,Breast
ITGA3,0.614420379,Breast
NME1,-0.152303163,Breast
PRKCA,0.415411426,Breast
GRB2,0.123678756,Breast
ITGB4,0.466054957,Breast
SLC16A3,-0.073139887,Breast
MYOM1,0.123153068,Breast
PTPRM,-0.394664058,Breast
PTPN2,0.597163206,Breast
ROCK1,0.516477625,Breast
CDH2,0.274996691,Breast
CDH20,-0.21327953,Breast
CDH7,0.113591995,Breast
CDH19,0.023802573,Breast
PIP5K1C,0.446654153,Breast
VAV1,0.204779356,Breast
INSR,0.25852916,Breast
RAVER1,0.358252249,Breast
KEAP1,0.020461142,Breast
DNM2,0.51782421,Breast
CALR,0.134779383,Breast
PRKACA,-0.13934229,Breast
SIPA1L3,0.726141338,Breast
ACTN4,0.467853329,Breast
CEACAM1,0.539523869,Breast
PLAUR,0.060887506,Breast
PVR,0.160782509,Breast
VASP,0.159868571,Breast
ARHGAP35,0.305599285,Breast
CYTH2,0.622416983,Breast
PTPRH,0.32766427,Breast
CSNK2A1,0.557350608,Breast
SIRPA,-0.015362987,Breast
PTPRA,0.522238646,Breast
PRNP,0.546740632,Breast
FERMT1,0.695428705,Breast
SRC,0.623883001,Breast
PLCG1,0.586147112,Breast
PTPRT,0.630298629,Breast
SDC4,0.566623079,Breast
CDH22,0.386199674,Breast
PTPN1,0.452765287,Breast
CASS4,0.218401484,Breast
CDH4,0.435782641,Breast
TIAM1,0.267186967,Breast
ITGB2,-0.094390309,Breast
ARVCF,0.736549955,Breast
CRKL,0.463115122,Breast
MAPK1,0.600058075,Breast
PPM1F,0.374127939,Breast
NF2,0.03730653,Breast
RNF185,0.42414446,Breast
MYH9,0.494982997,Breast
SH3BP1,0.531885731,Breast
TRIOBP,0.348000731,Breast
CSNK1E,0.64810711,Breast
PARVB,-0.645641905,Breast
SH3KBP1,-0.430532276,Breast
SMPX,0.191913193,Breast
MSN,0.049598084,Breast
ARHGEF6,0.374597371,Breast
FLNA,0.402155228,Breast
AJAP1,-0.178553364,Skin
FBLIM1,0.326826329,Skin
CDC42,0.416049777,Skin
ASAP3,-0.195675469,Skin
SLC9A1,0.475931636,Skin
WASF2,-0.004692655,Skin
EPB41,-0.247880995,Skin
PTPRU,0.096567737,Skin
FABP3,-0.060558181,Skin
MACF1,0.043211848,Skin
PTPRF,-0.239159916,Skin
TSPAN1,-0.306257827,Skin
ITGB3BP,0.494610095,Skin
NEXN,0.233036316,Skin
SSX2IP,0.489017173,Skin
BCAR3,0.319658493,Skin
VAV3,-0.210778928,Skin
RAP1A,0.480538011,Skin
CAPZA1,0.425221382,Skin
ITGA10,0.182119321,Skin
HAX1,0.373051005,Skin
SHC1,0.265139707,Skin
ARHGEF2,0.442419277,Skin
CSRP1,-0.087583471,Skin
PTPN14,0.472862112,Skin
CAPN2,0.510419369,Skin
ENAH,0.620823672,Skin
ARF1,0.361683627,Skin
RHOU,-0.181032694,Skin
ACP1,0.508160374,Skin
ASAP2,0.587774815,Skin
ITGB1BP1,0.397112326,Skin
SDC1,-0.469560111,Skin
SOS1,0.557761953,Skin
SPTBN1,0.464599773,Skin
CTNNA2,-0.093476886,Skin
FHL2,0.448310656,Skin
NCK2,0.032090308,Skin
LIMS1,0.582799105,Skin
ACTR3,0.570097983,Skin
LIMS2,-0.262118873,Skin
PKP4,0.16674237,Skin
ITGB6,-0.090155596,Skin
ITGA6,-0.156613716,Skin
ITGA4,0.391062043,Skin
ITGAV,0.611101769,Skin
CASP8,0.517502662,Skin
ABI2,0.674620509,Skin
NRP2,0.324206172,Skin
TNS1,0.105489133,Skin
ARPC2,0.293068084,Skin
IRS1,0.28048931,Skin
INPP5D,-0.228101013,Skin
ILKAP,0.019687577,Skin
ANKRD28,0.349847171,Skin
ITGA9,-0.214037237,Skin
CTNNB1,0.57829557,Skin
RHOA,0.370617349,Skin
PPM1M,0.327059568,Skin
NISCH,-0.002273076,Skin
PRKCD,-0.32194843,Skin
FLNB,0.441763638,Skin
MAGI1,0.171033787,Skin
CD47,0.545463648,Skin
ITGB5,0.170292788,Skin
HEG1,0.258037297,Skin
PLD1,-0.174303268,Skin
ECT2,0.424432393,Skin
PIK3CA,0.643476886,Skin
LPP,0.454442751,Skin
DLG1,0.363207616,Skin
ADD1,0.532764593,Skin
SHROOM3,0.129488067,Skin
ARHGAP24,0.40435085,Skin
GAB1,-0.021237061,Skin
RAPGEF2,0.381636888,Skin
PALLD,0.4100466,Skin
CASP3,0.526941462,Skin
SORBS2,-0.139731381,Skin
FAT1,0.481585082,Skin
EXOC3,-0.258367568,Skin
CTNND2,-0.140074853,Skin
TRIO,0.45946551,Skin
CDH18,0.085340972,Skin
CDH12,0.065320178,Skin
CDH10,0.246128809,Skin
CDH9,0.213639646,Skin
CDH6,-0.113430406,Skin
PDZD2,-0.276198044,Skin
ITGA1,0.450773987,Skin
ITGA2,0.28430004,Skin
PDE4D,0.473849344,Skin
RASA1,0.63731612,Skin
FER,0.671458322,Skin
PPP2CA,0.173579585,Skin
CTNNA1,0.282350363,Skin
DIAPH1,-0.109954262,Skin
ARHGAP26,0.20608104,Skin
DBN1,0.401820522,Skin
NEDD9,-0.116103873,Skin
RNF5,-0.345483746,Skin
DEF6,-0.376818266,Skin
CD2AP,0.218970117,Skin
MYO6,0.040826531,Skin
FYN,0.260188666,Skin
MARCKS,0.447703892,Skin
PTPRK,0.540023586,Skin
EZR,-0.400807264,Skin
GNA12,0.38504069,Skin
ACTB,0.465621612,Skin
FSCN1,0.379719839,Skin
RAC1,-0.055329447,Skin
ITGB8,-0.083995709,Skin
ELMO1,-0.265564402,Skin
EGFR,0.102906319,Skin
LIMK1,0.41603248,Skin
HSPB1,-0.388369076,Skin
PTPN12,0.49883342,Skin
KRIT1,0.696686765,Skin
TRIP6,0.391778146,Skin
CBLL1,0.286790603,Skin
TES,0.055538994,Skin
CAV1,0.338596599,Skin
MET,0.374065184,Skin
WASL,0.451230836,Skin
ZYX,0.365256515,Skin
KCNH2,-0.138819242,Skin
DLC1,0.469389089,Skin
SORBS3,-0.193165096,Skin
PTK2B,-0.312870687,Skin
ADAM9,0.356372528,Skin
LYN,0.118138819,Skin
SDCBP,0.421238807,Skin
PABPC1,0.418999001,Skin
PTK2,0.518138852,Skin
SCRIB,-0.266063709,Skin
PLEC,0.451882219,Skin
SHARPIN,0.005417621,Skin
TESK1,-0.032897509,Skin
TLN1,0.417275633,Skin
TJP2,-0.130131039,Skin
OSTF1,-0.252362416,Skin
SYK,-0.291960402,Skin
SPTLC1,0.567487792,Skin
CORO2A,-0.349722606,Skin
ENG,0.357968432,Skin
ABL1,0.393458582,Skin
RAPGEF1,0.492690208,Skin
VAV2,0.558254531,Skin
ITGA8,-0.169468242,Skin
VIM,0.318049773,Skin
ARHGAP21,0.55649015,Skin
ABI1,-0.023114696,Skin
MPP7,-0.23222005,Skin
SVIL,0.009136947,Skin
ARHGAP12,0.57104432,Skin
ITGB1,0.374017388,Skin
NRP1,0.393152842,Skin
PARD3,-0.299206499,Skin
MAPK8,0.413932603,Skin
ANK3,-0.285577652,Skin
CTNNA3,-0.046502194,Skin
VCL,0.483358572,Skin
DLG5,0.135170485,Skin
LDB3,-0.202441855,Skin
PTEN,0.381792295,Skin
SORBS1,-0.209186539,Skin
ADAM12,0.293489376,Skin
DOCK1,0.485941418,Skin
HRAS,-0.44972559,Skin
CD151,0.405787098,Skin
ILK,0.454503549,Skin
PARVA,0.350995225,Skin
PLEKHA7,-0.174957416,Skin
PTPRJ,0.474731063,Skin
CTNND1,-0.058848487,Skin
LPXN,0.324307301,Skin
SLC3A2,-0.023394389,Skin
FERMT3,-0.063008163,Skin
CAPN1,-0.232816459,Skin
CFL1,0.28108479,Skin
CORO1B,0.38898019,Skin
PPFIA1,0.393547883,Skin
CTTN,0.410552096,Skin
INPPL1,0.57744312,Skin
MYO7A,-0.116091031,Skin
PAK1,0.511557434,Skin
RDX,0.495816577,Skin
LAYN,0.319430478,Skin
CBL,0.615141382,Skin
THY1,0.229747344,Skin
ARHGEF12,0.335343258,Skin
ARHGAP32,-0.144891456,Skin
PTPN6,-0.301551032,Skin
PTPRO,0.303841138,Skin
TUBA1B,0.364300987,Skin
RACGAP1,0.254002337,Skin
LIMA1,0.596204308,Skin
ITGB7,-0.208258647,Skin
ITGA5,0.295217859,Skin
ITGA7,-0.124692625,Skin
LRP1,0.33089898,Skin
AGAP2,-0.265769373,Skin
LIN7A,0.347270738,Skin
VEZT,0.605979878,Skin
SSH1,0.335972969,Skin
TRPV4,-0.165960937,Skin
GIT2,0.592363377,Skin
PTPN11,0.480838326,Skin
PXN,0.49031132,Skin
CLIP1,0.063783551,Skin
STARD13,0.530153041,Skin
TRPC4,0.351125535,Skin
LMO7,0.456003843,Skin
ARHGEF7,-0.171516455,Skin
MMP14,0.306992597,Skin
CDH24,0.53218609,Skin
PRKD1,0.218282615,Skin
ARHGAP5,0.553089583,Skin
ARF6,0.065494707,Skin
FERMT2,0.438295622,Skin
KTN1,0.601424222,Skin
AKAP5,0.14702191,Skin
HSPA2,-0.228357474,Skin
ACTN1,0.516601358,Skin
PSEN1,-0.180542954,Skin
NUMB,0.675753299,Skin
DYNC1H1,0.449928021,Skin
ZFYVE21,-0.288973912,Skin
AKT1,0.529003963,Skin
TJP1,0.339697435,Skin
TRPM7,0.693057493,Skin
CGNL1,-0.174936784,Skin
ADAM10,0.479731243,Skin
ITGA11,0.224827742,Skin
CSK,-0.103231724,Skin
PEAK1,0.498544094,Skin
CIB2,-0.17845095,Skin
CIB1,0.363572007,Skin
IQGAP1,0.589791847,Skin
SYNM,-0.171967878,Skin
MAPK8IP3,0.108454432,Skin
PKD1,0.341951665,Skin
PDPK1,0.04058174,Skin
NUDT16L1,0.02291457,Skin
SH2B1,0.290563556,Skin
ITGAL,-0.129896707,Skin
ITGAM,-0.110301878,Skin
ITGAX,-0.128427106,Skin
ITGAD,-0.128584159,Skin
TGFB1I1,0.395895373,Skin
CDH8,-0.007029462,Skin
CDH11,0.400490846,Skin
CDH5,-0.177767697,Skin
CDH3,-0.254371661,Skin
CDH1,-0.330325925,Skin
BCAR1,0.455681954,Skin
CDH15,0.209185508,Skin
CRK,0.47492831,Skin
ITGAE,0.526454871,Skin
PFN1,0.266768942,Skin
NDEL1,-0.26917115,Skin
MYH10,0.415970408,Skin
GIT1,-0.407751363,Skin
SRCIN1,-0.268363051,Skin
LASP1,0.301799801,Skin
GRB7,-0.415936708,Skin
WIPF2,0.096109673,Skin
JUP,-0.473922701,Skin
STAT3,0.156880699,Skin
ITGB3,0.419105414,Skin
ABI3,-0.237005902,Skin
ITGA3,0.053586547,Skin
NME1,0.264164105,Skin
PRKCA,0.273686513,Skin
GRB2,0.327229663,Skin
ITGB4,-0.404664839,Skin
SLC16A3,0.146553331,Skin
MYOM1,-0.152342072,Skin
PTPRM,0.414453899,Skin
PTPN2,0.543422039,Skin
ROCK1,0.596117869,Skin
CDH2,0.180262966,Skin
CDH20,0.138744453,Skin
CDH7,-0.001619831,Skin
CDH19,-0.068705305,Skin
PIP5K1C,0.450273438,Skin
VAV1,-0.135355289,Skin
INSR,-0.271978915,Skin
RAVER1,0.417030784,Skin
KEAP1,0.185527019,Skin
DNM2,-0.345971387,Skin
CALR,0.278684689,Skin
PRKACA,0.368330183,Skin
SIPA1L3,-0.075231339,Skin
ACTN4,0.187278571,Skin
CEACAM1,-0.180195081,Skin
PLAUR,0.229375557,Skin
PVR,0.39123508,Skin
VASP,0.342958261,Skin
ARHGAP35,0.450956201,Skin
CYTH2,-0.242600877,Skin
PTPRH,0.211573982,Skin
CSNK2A1,0.46770673,Skin
SIRPA,0.12090058,Skin
PTPRA,0.217125209,Skin
PRNP,0.487339961,Skin
FERMT1,-0.176432485,Skin
SRC,0.352252252,Skin
PLCG1,0.104917601,Skin
PTPRT,0.109055073,Skin
SDC4,-0.173030194,Skin
CDH22,-0.005122455,Skin
PTPN1,0.222169119,Skin
CASS4,0.238419428,Skin
CDH4,0.127844871,Skin
TIAM1,-0.341445287,Skin
ITGB2,-0.133665633,Skin
ARVCF,-0.261449504,Skin
CRKL,0.100002319,Skin
MAPK1,0.498309153,Skin
PPM1F,0.42717156,Skin
NF2,0.312870151,Skin
RNF185,-0.01237478,Skin
MYH9,0.469456722,Skin
SH3BP1,-0.359507634,Skin
TRIOBP,0.547792645,Skin
CSNK1E,0.049931295,Skin
PARVB,0.345720857,Skin
SH3KBP1,0.405605301,Skin
SMPX,0.039535295,Skin
MSN,0.446079584,Skin
ARHGEF6,0.518184226,Skin
FLNA,0.501136228,Skin
AJAP1,0.251953107,Salivary Gland
FBLIM1,0.4017076,Salivary Gland
CDC42,-0.171759704,Salivary Gland
ASAP3,0.397167344,Salivary Gland
SLC9A1,0.392030219,Salivary Gland
WASF2,0.167301477,Salivary Gland
EPB41,0.27538523,Salivary Gland
PTPRU,0.599910608,Salivary Gland
FABP3,-0.003687049,Salivary Gland
MACF1,0.659057873,Salivary Gland
PTPRF,0.406932383,Salivary Gland
TSPAN1,0.211165855,Salivary Gland
ITGB3BP,0.441724136,Salivary Gland
NEXN,0.098558718,Salivary Gland
SSX2IP,-0.131455418,Salivary Gland
BCAR3,0.539824135,Salivary Gland
VAV3,0.08345947,Salivary Gland
RAP1A,-0.036469935,Salivary Gland
CAPZA1,-0.233666982,Salivary Gland
ITGA10,0.425659873,Salivary Gland
HAX1,0.213254257,Salivary Gland
SHC1,0.539342639,Salivary Gland
ARHGEF2,0.519757121,Salivary Gland
CSRP1,0.311998384,Salivary Gland
PTPN14,0.621073972,Salivary Gland
CAPN2,0.4113526,Salivary Gland
ENAH,0.451370349,Salivary Gland
ARF1,0.015370397,Salivary Gland
RHOU,0.399017567,Salivary Gland
ACP1,0.160714966,Salivary Gland
ASAP2,0.339119951,Salivary Gland
ITGB1BP1,0.117521746,Salivary Gland
SDC1,-0.027225306,Salivary Gland
SOS1,0.607937701,Salivary Gland
SPTBN1,0.602408849,Salivary Gland
CTNNA2,0.243204774,Salivary Gland
FHL2,0.462359799,Salivary Gland
NCK2,-0.228004329,Salivary Gland
LIMS1,0.147914688,Salivary Gland
ACTR3,-0.343804226,Salivary Gland
LIMS2,0.518791326,Salivary Gland
PKP4,0.547639492,Salivary Gland
ITGB6,0.065832296,Salivary Gland
ITGA6,0.307551493,Salivary Gland
ITGA4,0.455883047,Salivary Gland
ITGAV,0.32138763,Salivary Gland
CASP8,0.028134204,Salivary Gland
ABI2,0.649413418,Salivary Gland
NRP2,0.408039277,Salivary Gland
TNS1,0.711480688,Salivary Gland
ARPC2,-0.096516333,Salivary Gland
IRS1,0.548215748,Salivary Gland
INPP5D,0.259294933,Salivary Gland
ILKAP,0.402837212,Salivary Gland
ANKRD28,0.372610615,Salivary Gland
ITGA9,0.452481371,Salivary Gland
CTNNB1,0.542104803,Salivary Gland
RHOA,-0.167979606,Salivary Gland
PPM1M,0.556311586,Salivary Gland
NISCH,0.761702617,Salivary Gland
PRKCD,0.031385209,Salivary Gland
FLNB,0.519381196,Salivary Gland
MAGI1,0.369888243,Salivary Gland
CD47,0.449564114,Salivary Gland
ITGB5,0.29736973,Salivary Gland
HEG1,0.053669105,Salivary Gland
PLD1,-0.276850821,Salivary Gland
ECT2,-0.018621954,Salivary Gland
PIK3CA,0.371897787,Salivary Gland
LPP,0.645800735,Salivary Gland
DLG1,-0.033697899,Salivary Gland
ADD1,0.530734226,Salivary Gland
SHROOM3,0.30198159,Salivary Gland
ARHGAP24,0.49311236,Salivary Gland
GAB1,0.155294655,Salivary Gland
RAPGEF2,0.490927079,Salivary Gland
PALLD,0.199471791,Salivary Gland
CASP3,-0.005517079,Salivary Gland
SORBS2,0.561920029,Salivary Gland
FAT1,0.484802197,Salivary Gland
EXOC3,0.444633264,Salivary Gland
CTNND2,0.339792376,Salivary Gland
TRIO,0.540256143,Salivary Gland
CDH18,0.157674004,Salivary Gland
CDH12,-0.06201575,Salivary Gland
CDH10,0.311992999,Salivary Gland
CDH9,-0.097340563,Salivary Gland
CDH6,0.129087644,Salivary Gland
PDZD2,0.113844575,Salivary Gland
ITGA1,0.630486965,Salivary Gland
ITGA2,0.233020657,Salivary Gland
PDE4D,0.257492105,Salivary Gland
RASA1,0.523166531,Salivary Gland
FER,0.349981282,Salivary Gland
PPP2CA,-0.328575976,Salivary Gland
CTNNA1,-0.204386994,Salivary Gland
DIAPH1,-0.132780966,Salivary Gland
ARHGAP26,0.471196791,Salivary Gland
DBN1,0.423623897,Salivary Gland
NEDD9,0.326366548,Salivary Gland
RNF5,0.28452449,Salivary Gland
DEF6,0.074247853,Salivary Gland
CD2AP,0.160419983,Salivary Gland
MYO6,0.140016927,Salivary Gland
FYN,0.159535872,Salivary Gland
MARCKS,-0.158073657,Salivary Gland
PTPRK,0.402769354,Salivary Gland
EZR,-0.274811003,Salivary Gland
GNA12,0.377237645,Salivary Gland
ACTB,-0.132634605,Salivary Gland
FSCN1,0.052800067,Salivary Gland
RAC1,-0.348309841,Salivary Gland
ITGB8,0.412295273,Salivary Gland
ELMO1,0.436007254,Salivary Gland
EGFR,0.312223031,Salivary Gland
LIMK1,0.449721512,Salivary Gland
HSPB1,-0.106229201,Salivary Gland
PTPN12,0.02967395,Salivary Gland
KRIT1,0.550876734,Salivary Gland
TRIP6,0.172423068,Salivary Gland
CBLL1,0.332818932,Salivary Gland
TES,0.267875826,Salivary Gland
CAV1,0.161998998,Salivary Gland
MET,0.53621163,Salivary Gland
WASL,-0.134854681,Salivary Gland
ZYX,0.304688384,Salivary Gland
KCNH2,0.341925884,Salivary Gland
DLC1,0.452492096,Salivary Gland
SORBS3,0.406326692,Salivary Gland
PTK2B,0.54503039,Salivary Gland
ADAM9,0.214402743,Salivary Gland
LYN,0.274229384,Salivary Gland
SDCBP,0.273820127,Salivary Gland
PABPC1,-0.357400696,Salivary Gland
PTK2,0.428236504,Salivary Gland
SCRIB,-0.13906474,Salivary Gland
PLEC,0.507982682,Salivary Gland
SHARPIN,0.318930544,Salivary Gland
TESK1,0.455500429,Salivary Gland
TLN1,0.671605359,Salivary Gland
TJP2,-0.218033905,Salivary Gland
OSTF1,-0.176793635,Salivary Gland
SYK,-0.054009024,Salivary Gland
SPTLC1,-0.224118408,Salivary Gland
CORO2A,0.041769807,Salivary Gland
ENG,0.398980062,Salivary Gland
ABL1,0.420899715,Salivary Gland
RAPGEF1,0.587226153,Salivary Gland
VAV2,0.552310467,Salivary Gland
ITGA8,0.248519173,Salivary Gland
VIM,0.198875284,Salivary Gland
ARHGAP21,0.580289057,Salivary Gland
ABI1,-0.268010322,Salivary Gland
MPP7,-0.340695797,Salivary Gland
SVIL,0.129155152,Salivary Gland
ARHGAP12,0.480119322,Salivary Gland
ITGB1,0.249488698,Salivary Gland
NRP1,0.448145001,Salivary Gland
PARD3,-0.148359151,Salivary Gland
MAPK8,0.436149991,Salivary Gland
ANK3,0.335030473,Salivary Gland
CTNNA3,-0.031074664,Salivary Gland
VCL,0.450898584,Salivary Gland
DLG5,0.676667066,Salivary Gland
LDB3,-0.059980233,Salivary Gland
PTEN,0.1164598,Salivary Gland
SORBS1,0.540337253,Salivary Gland
ADAM12,0.425616829,Salivary Gland
DOCK1,0.588423159,Salivary Gland
HRAS,-0.200513034,Salivary Gland
CD151,0.505471925,Salivary Gland
ILK,0.4978257,Salivary Gland
PARVA,0.410896958,Salivary Gland
PLEKHA7,0.233091039,Salivary Gland
PTPRJ,0.408624831,Salivary Gland
CTNND1,0.016740573,Salivary Gland
LPXN,0.379074912,Salivary Gland
SLC3A2,0.095149608,Salivary Gland
FERMT3,0.381757688,Salivary Gland
CAPN1,-0.246743631,Salivary Gland
CFL1,-0.162615288,Salivary Gland
CORO1B,0.24296474,Salivary Gland
PPFIA1,0.365599767,Salivary Gland
CTTN,0.191468981,Salivary Gland
INPPL1,0.706707734,Salivary Gland
MYO7A,0.36472819,Salivary Gland
PAK1,0.35541397,Salivary Gland
RDX,0.325889823,Salivary Gland
LAYN,0.307490965,Salivary Gland
CBL,0.545798544,Salivary Gland
THY1,0.168599671,Salivary Gland
ARHGEF12,0.321376991,Salivary Gland
ARHGAP32,-0.070022667,Salivary Gland
PTPN6,0.426455198,Salivary Gland
PTPRO,0.413249603,Salivary Gland
TUBA1B,-0.023453589,Salivary Gland
RACGAP1,-0.127056268,Salivary Gland
LIMA1,0.58240488,Salivary Gland
ITGB7,-0.100729308,Salivary Gland
ITGA5,0.270236334,Salivary Gland
ITGA7,0.356008988,Salivary Gland
LRP1,0.40826504,Salivary Gland
AGAP2,0.635917251,Salivary Gland
LIN7A,0.424674156,Salivary Gland
VEZT,0.153884451,Salivary Gland
SSH1,0.508987204,Salivary Gland
TRPV4,0.448620248,Salivary Gland
GIT2,0.688123552,Salivary Gland
PTPN11,0.193547453,Salivary Gland
PXN,0.710203008,Salivary Gland
CLIP1,-0.092931756,Salivary Gland
STARD13,0.552551053,Salivary Gland
TRPC4,0.305018085,Salivary Gland
LMO7,-0.006732967,Salivary Gland
ARHGEF7,0.669782393,Salivary Gland
MMP14,0.294703701,Salivary Gland
CDH24,0.526434078,Salivary Gland
PRKD1,0.407222103,Salivary Gland
ARHGAP5,0.286945258,Salivary Gland
ARF6,-0.114957379,Salivary Gland
FERMT2,0.476084588,Salivary Gland
KTN1,0.180899097,Salivary Gland
AKAP5,0.477690613,Salivary Gland
HSPA2,-0.275653036,Salivary Gland
ACTN1,0.47182644,Salivary Gland
PSEN1,0.083147731,Salivary Gland
NUMB,0.56236724,Salivary Gland
DYNC1H1,0.488142096,Salivary Gland
ZFYVE21,0.14274969,Salivary Gland
AKT1,0.428537654,Salivary Gland
TJP1,-0.302549535,Salivary Gland
TRPM7,0.409671059,Salivary Gland
CGNL1,0.176246343,Salivary Gland
ADAM10,0.13658441,Salivary Gland
ITGA11,0.034037295,Salivary Gland
CSK,-0.242993993,Salivary Gland
PEAK1,0.678135452,Salivary Gland
CIB2,0.474829364,Salivary Gland
CIB1,0.357561887,Salivary Gland
IQGAP1,0.084025713,Salivary Gland
SYNM,0.3696978,Salivary Gland
MAPK8IP3,0.680806761,Salivary Gland
PKD1,0.765038975,Salivary Gland
PDPK1,0.418907354,Salivary Gland
NUDT16L1,0.276134342,Salivary Gland
SH2B1,0.736798146,Salivary Gland
ITGAL,0.437287026,Salivary Gland
ITGAM,0.424433588,Salivary Gland
ITGAX,0.495710178,Salivary Gland
ITGAD,0.417568218,Salivary Gland
TGFB1I1,0.48478108,Salivary Gland
CDH8,0.18918371,Salivary Gland
CDH11,0.441161515,Salivary Gland
CDH5,0.505730792,Salivary Gland
CDH3,0.412897118,Salivary Gland
CDH1,-0.194998774,Salivary Gland
BCAR1,0.456179336,Salivary Gland
CDH15,-0.039363286,Salivary Gland
CRK,0.024079996,Salivary Gland
ITGAE,-0.008716727,Salivary Gland
PFN1,-0.023113931,Salivary Gland
NDEL1,-0.166433073,Salivary Gland
MYH10,0.593881519,Salivary Gland
GIT1,0.231862898,Salivary Gland
SRCIN1,0.582772061,Salivary Gland
LASP1,0.36309572,Salivary Gland
GRB7,-0.113477731,Salivary Gland
WIPF2,0.099478739,Salivary Gland
JUP,-0.026795392,Salivary Gland
STAT3,0.351402426,Salivary Gland
ITGB3,0.480808009,Salivary Gland
ABI3,0.437861851,Salivary Gland
ITGA3,0.494278563,Salivary Gland
NME1,-0.256250097,Salivary Gland
PRKCA,0.496708587,Salivary Gland
GRB2,0.266102477,Salivary Gland
ITGB4,0.470395806,Salivary Gland
SLC16A3,0.181601245,Salivary Gland
MYOM1,-0.004657825,Salivary Gland
PTPRM,0.544878302,Salivary Gland
PTPN2,0.363553925,Salivary Gland
ROCK1,0.419202813,Salivary Gland
CDH2,0.190895882,Salivary Gland
CDH20,-0.056540061,Salivary Gland
CDH7,0.123819286,Salivary Gland
CDH19,0.432960052,Salivary Gland
PIP5K1C,0.52025714,Salivary Gland
