adhesome_gene,corr,tissue
PTPN14,0.249956325,Stomach
SH3KBP1,0.225776942,Stomach
SORBS1,0.241235641,Stomach
SORBS3,0.075151099,Stomach
SORBS2,0.31799397,Stomach
ADAM10,0.115963263,Stomach
ADAM12,0.085619249,Stomach
NDEL1,0.16786018,Stomach
ABI2,0.24127462,Stomach
ABI3,0.399440837,Stomach
ABI1,0.086137596,Stomach
SRCIN1,-0.015199886,Stomach
RASA1,0.245056567,Stomach
ACTN4,-0.074045121,Stomach
EZR,-0.023171582,Stomach
SIPA1L3,-0.016464099,Stomach
PPFIA1,0.027782133,Stomach
RAPGEF1,0.242717883,Stomach
RAPGEF2,0.363951168,Stomach
TUBA1B,-0.197298162,Stomach
CALR,-0.207333709,Stomach
PFN1,0.092468104,Stomach
SSX2IP,0.067387888,Stomach
CYTH2,-0.079418429,Stomach
CDH20,0.408464245,Stomach
CDH24,-0.056765732,Stomach
FAT1,-0.004251224,Stomach
SOS1,0.429313076,Stomach
CBLL1,0.147402868,Stomach
KRIT1,0.201385124,Stomach
SCRIB,-0.205944759,Stomach
LYN,0.15032165,Stomach
VAV1,0.373851546,Stomach
VAV3,0.220051549,Stomach
VAV2,-0.141033888,Stomach
FERMT2,0.310311882,Stomach
FERMT3,0.294421179,Stomach
FERMT1,-0.036452705,Stomach
CRKL,0.223565389,Stomach
NRP1,0.242347364,Stomach
NRP2,0.159147896,Stomach
AGAP2,0.2656872,Stomach
ROCK1,0.348403941,Stomach
PLD1,0.133649508,Stomach
DOCK1,0.175173838,Stomach
ITGB1,0.140487645,Stomach
ITGB3,0.304616167,Stomach
ITGB2,0.268244579,Stomach
ITGB5,-0.073769082,Stomach
ITGB4,-0.211364024,Stomach
ITGB7,0.261669731,Stomach
ITGB6,-0.027282296,Stomach
ITGB8,0.264099119,Stomach
ITGA10,0.330322065,Stomach
ITGA11,0.052356256,Stomach
LRP1,0.176233299,Stomach
SIRPA,0.138258645,Stomach
TGFB1I1,0.22301022,Stomach
SHARPIN,-0.059661578,Stomach
CAPZA1,0.075277485,Stomach
LIN7A,0.202817092,Stomach
PVR,-0.150116356,Stomach
MAPK1,0.245316623,Stomach
MAPK8,0.005227551,Stomach
NEDD9,0.206305341,Stomach
DIAPH1,-0.031039939,Stomach
PARD3,0.054564479,Stomach
CDH11,0.260756527,Stomach
CDH10,0.248350069,Stomach
CDH12,0.19682296,Stomach
CDH15,0.04322528,Stomach
CDH19,0.354310705,Stomach
CDH18,0.208386862,Stomach
ABL1,0.200842017,Stomach
VEZT,0.26562453,Stomach
ADAM9,-0.109039694,Stomach
PRKD1,0.274111682,Stomach
LAYN,0.282654695,Stomach
HEG1,0.378468426,Stomach
FHL2,0.02024492,Stomach
FLNA,0.221650652,Stomach
CTNNA1,-0.002466804,Stomach
CTNNA2,0.241748337,Stomach
CTNNA3,0.231420586,Stomach
SYNM,0.229330788,Stomach
GAB1,0.415613885,Stomach
ASAP2,-0.017704715,Stomach
ASAP3,0.211309582,Stomach
ARHGAP21,0.110184023,Stomach
ARHGAP26,0.139355332,Stomach
ARHGAP24,0.469461244,Stomach
PKD1,0.242269011,Stomach
PRKACA,0.142518084,Stomach
GNA12,0.185432779,Stomach
RAP1A,0.507735359,Stomach
INSR,0.096347212,Stomach
SPTBN1,-0.06805959,Stomach
ACTN1,0.076560393,Stomach
TRIP6,0.032225964,Stomach
CAV1,0.313103351,Stomach
SVIL,0.26456163,Stomach
MET,-0.020271239,Stomach
CASS4,0.362328127,Stomach
CDH8,0.334353901,Stomach
HSPB1,0.094527882,Stomach
AJAP1,0.149590493,Stomach
PRNP,0.118825256,Stomach
PEAK1,0.378614951,Stomach
LPXN,0.445467826,Stomach
LIMS2,0.298000506,Stomach
LIMS1,0.276658492,Stomach
ARHGEF2,0.069564873,Stomach
CDH2,0.141229232,Stomach
ACTB,0.183039363,Stomach
STARD13,0.315226879,Stomach
JUP,-0.251758252,Stomach
CTNND2,0.35816722,Stomach
CTNND1,0.090174622,Stomach
TESK1,0.068154085,Stomach
TRPM7,0.431512732,Stomach
LIMK1,0.046119799,Stomach
FER,0.258238707,Stomach
MAPK8IP3,0.29822115,Stomach
DLG1,0.126290505,Stomach
SPTLC1,-0.12068983,Stomach
KCNH2,0.109783631,Stomach
CIB2,0.0470312,Stomach
CIB1,-0.156452228,Stomach
PTPN2,0.253003475,Stomach
PTPN1,0.111561796,Stomach
PTPN6,0.25582805,Stomach
OSTF1,0.096199866,Stomach
DLG5,-0.028404889,Stomach
INPP5D,0.340334923,Stomach
PXN,-0.140555147,Stomach
THY1,0.189357889,Stomach
MMP14,-0.014545939,Stomach
HRAS,-0.063359271,Stomach
FLNB,-0.146212973,Stomach
CDH22,0.38185258,Stomach
LPP,0.349244724,Stomach
PSEN1,0.039396935,Stomach
NUMB,0.211090225,Stomach
HAX1,-0.209793767,Stomach
GIT1,-0.224094843,Stomach
GIT2,0.426467176,Stomach
DEF6,0.149518592,Stomach
RHOU,0.211572643,Stomach
RHOA,0.032384794,Stomach
CTTN,-0.031251529,Stomach
ENG,0.262715049,Stomach
TLN1,0.229271919,Stomach
SDC1,-0.192771015,Stomach
SDC4,0.043149802,Stomach
EXOC3,0.073478549,Stomach
ANK3,0.174737342,Stomach
SSH1,0.328213831,Stomach
RAVER1,-0.141818203,Stomach
CBL,0.31242018,Stomach
NCK2,0.127497718,Stomach
MPP7,0.237394385,Stomach
CORO2A,-0.131580943,Stomach
CSNK2A1,-0.006217983,Stomach
ITGB1BP1,0.230816654,Stomach
RAC1,0.076938571,Stomach
VCL,0.140097997,Stomach
ILKAP,0.057856515,Stomach
DBN1,-0.068260677,Stomach
ZFYVE21,0.146407556,Stomach
PTK2,-0.010979658,Stomach
ITGB3BP,0.127462111,Stomach
FBLIM1,0.115833204,Stomach
RNF5,-0.075326377,Stomach
ACTR3,0.230298019,Stomach
NUDT16L1,-0.152790673,Stomach
NISCH,0.298799955,Stomach
CRK,0.2779255,Stomach
CSNK1E,0.168204936,Stomach
SRC,-0.144401172,Stomach
TNS1,0.271635146,Stomach
TJP2,0.045549329,Stomach
TJP1,0.276696716,Stomach
SLC3A2,-0.148745951,Stomach
FSCN1,-0.057216507,Stomach
CD151,-0.027336309,Stomach
IRS1,0.049499735,Stomach
TRPV4,-0.009520959,Stomach
SDCBP,0.188887943,Stomach
ARHGEF12,0.273764208,Stomach
MYOM1,0.247655344,Stomach
CORO1B,-0.142074036,Stomach
WASF2,0.279319891,Stomach
CTNNB1,0.130837636,Stomach
FABP3,0.184576785,Stomach
MACF1,0.309840822,Stomach
MSN,0.357293205,Stomach
CDC42,0.17895303,Stomach
TRIO,0.243197544,Stomach
SLC16A3,-0.277813029,Stomach
ARHGAP32,-0.130828954,Stomach
ARHGAP35,0.059407681,Stomach
TES,0.156286613,Stomach
MARCKS,0.198980392,Stomach
LMO7,-0.163843535,Stomach
NME1,-0.179262445,Stomach
EPB41,0.081613135,Stomach
TIAM1,0.321366625,Stomach
PDZD2,0.382901634,Stomach
NF2,0.121036123,Stomach
LASP1,-0.122204042,Stomach
TRPC4,0.238772466,Stomach
DYNC1H1,0.131701524,Stomach
LIMA1,0.099995594,Stomach
CASP3,0.004734052,Stomach
CASP8,0.131823004,Stomach
AKT1,-0.087050077,Stomach
PKP4,0.034082103,Stomach
ELMO1,0.486566469,Stomach
SMPX,0.149859251,Stomach
ANKRD28,0.158836921,Stomach
PLCG1,0.322467002,Stomach
INPPL1,0.113639372,Stomach
EGFR,0.233784455,Stomach
ARHGEF6,0.508382159,Stomach
ARHGEF7,0.266968681,Stomach
CDH9,0.111014473,Stomach
CDH1,-0.095835301,Stomach
CDH3,-0.067514394,Stomach
CDH5,0.321834734,Stomach
CDH4,0.269587418,Stomach
CDH7,0.208770791,Stomach
CDH6,0.288112256,Stomach
RACGAP1,-0.172247018,Stomach
KEAP1,-0.208648956,Stomach
NEXN,0.33061774,Stomach
ENAH,0.155577278,Stomach
ECT2,-0.158453685,Stomach
PLEC,-0.019524977,Stomach
MYO7A,0.238239494,Stomach
CSRP1,0.08643356,Stomach
BCAR1,-0.203788593,Stomach
BCAR3,0.151838281,Stomach
DNM2,-0.170683162,Stomach
CFL1,-0.110371016,Stomach
PLAUR,-0.185519359,Stomach
AKAP5,0.42284688,Stomach
SHC1,-0.089948543,Stomach
PTEN,0.384027476,Stomach
KTN1,0.275771033,Stomach
PTPRU,-0.180167855,Stomach
PTPRT,0.341241705,Stomach
PTPRF,-0.051531001,Stomach
PTPRA,0.163793679,Stomach
PTPRO,0.155556769,Stomach
PTPRM,0.350583466,Stomach
PTPRK,0.198693935,Stomach
PTPRJ,0.136808461,Stomach
PTPRH,-0.08241163,Stomach
VIM,0.301005457,Stomach
RDX,0.34805667,Stomach
WASL,0.074831574,Stomach
PIK3CA,0.331286265,Stomach
ARF1,-0.221359847,Stomach
ARF6,0.068617612,Stomach
CLIP1,0.386577961,Stomach
CD47,0.141158847,Stomach
PAK1,0.055578461,Stomach
FYN,0.365785551,Stomach
ARHGAP5,0.201779383,Stomach
GRB2,0.033438323,Stomach
GRB7,-0.214344508,Stomach
ACP1,-0.047116303,Stomach
PRKCA,0.058855256,Stomach
PRKCD,-0.016515643,Stomach
SYK,0.131542726,Stomach
ILK,0.269373307,Stomach
PLEKHA7,0.021041414,Stomach
MYH10,0.236960429,Stomach
CGNL1,0.356170538,Stomach
SLC9A1,-0.004030681,Stomach
MYO6,0.091714075,Stomach
PABPC1,-0.10137038,Stomach
DLC1,0.337194498,Stomach
SH2B1,0.165738259,Stomach
WIPF2,0.005398974,Stomach
PPM1F,0.358811868,Stomach
PPM1M,0.355508234,Stomach
ZYX,0.202855972,Stomach
PPP2CA,0.164412928,Stomach
ARPC2,0.206306365,Stomach
ARHGAP12,0.085984418,Stomach
PALLD,0.244689417,Stomach
PDPK1,0.194335781,Stomach
PTK2B,0.281815101,Stomach
IQGAP1,0.136613552,Stomach
RNF185,0.271834067,Stomach
PARVA,0.239608753,Stomach
TRIOBP,0.205474584,Stomach
CSK,0.166653588,Stomach
SH3BP1,0.067260296,Stomach
MAGI1,0.175781183,Stomach
TSPAN1,-0.052337285,Stomach
HSPA2,0.186850205,Stomach
SHROOM3,-0.077015506,Stomach
VASP,-0.105407051,Stomach
CEACAM1,-0.185947536,Stomach
ADD1,0.378743054,Stomach
LDB3,0.276762761,Stomach
MYH9,0.19942342,Stomach
PIP5K1C,0.231620908,Stomach
CAPN2,0.073850887,Stomach
CAPN1,-0.118887178,Stomach
PARVB,-0.013526901,Stomach
ARVCF,0.121949825,Stomach
STAT3,0.237037223,Stomach
PDE4D,0.310042202,Stomach
CD2AP,-0.048700273,Stomach
ITGA8,0.27372233,Skin
ITGA9,0.031827675,Skin
ITGA1,0.3290929,Skin
ITGA2,0.488320227,Skin
ITGA3,0.184515,Skin
ITGA4,0.353040855,Skin
ITGA5,-0.340374719,Skin
ITGA6,0.470730943,Skin
ITGA7,0.009962819,Skin
ITGAX,-0.080220929,Skin
ITGAV,0.540254793,Skin
ITGAL,0.207347064,Skin
ITGAM,0.155598908,Skin
ITGAD,0.106512891,Skin
ITGAE,0.156653311,Skin
PTPN12,0.477338314,Skin
PTPN11,0.415659881,Skin
PTPN14,0.28405912,Skin
SH3KBP1,0.065391778,Skin
SORBS1,0.203257105,Skin
SORBS3,-0.405030002,Skin
SORBS2,0.090402298,Skin
ADAM10,0.323073812,Skin
ADAM12,0.141776659,Skin
NDEL1,0.124038858,Skin
ABI2,0.360777174,Skin
ABI3,-0.124037019,Skin
ABI1,0.48135592,Skin
SRCIN1,0.011088548,Skin
RASA1,0.489003538,Skin
ACTN4,0.063924538,Skin
EZR,-0.025812259,Skin
SIPA1L3,-0.101962895,Skin
PPFIA1,0.417601597,Skin
RAPGEF1,-0.370133163,Skin
RAPGEF2,0.379377869,Skin
TUBA1B,-0.413274638,Skin
CALR,-0.175707459,Skin
PFN1,-0.355119952,Skin
SSX2IP,0.546801311,Skin
CYTH2,-0.285597262,Skin
CDH20,-0.126638125,Skin
CDH24,0.019782425,Skin
FAT1,0.030249,Skin
SOS1,0.500606989,Skin
CBLL1,0.190146571,Skin
KRIT1,0.552501799,Skin
SCRIB,-0.042323902,Skin
LYN,0.088542117,Skin
VAV1,0.157009156,Skin
VAV3,0.319852868,Skin
VAV2,0.09136953,Skin
FERMT2,0.101131444,Skin
FERMT3,-0.032660479,Skin
FERMT1,0.08503899,Skin
CRKL,0.087702475,Skin
NRP1,0.157888475,Skin
NRP2,-0.042448134,Skin
AGAP2,0.137680645,Skin
ROCK1,0.48127703,Skin
PLD1,0.033858781,Skin
DOCK1,0.080709446,Skin
ITGB1,0.30488036,Skin
ITGB3,0.232543914,Skin
ITGB2,0.139061049,Skin
ITGB5,-0.265402413,Skin
ITGB4,0.024360108,Skin
ITGB7,0.053435645,Skin
ITGB6,0.298209068,Skin
ITGB8,0.500235672,Skin
ITGA10,0.448168366,Skin
ITGA11,0.062564096,Skin
LRP1,0.069038828,Skin
SIRPA,-0.393308056,Skin
TGFB1I1,-0.436411906,Skin
SHARPIN,-0.312490345,Skin
CAPZA1,0.365078445,Skin
LIN7A,0.2237803,Skin
PVR,-0.198159104,Skin
MAPK1,0.035837564,Skin
MAPK8,0.366812579,Skin
NEDD9,0.407716027,Skin
DIAPH1,-0.25440227,Skin
PARD3,0.131207229,Skin
CDH11,0.260357912,Skin
CDH10,-0.219616256,Skin
CDH12,0.114611755,Skin
CDH15,-0.086459045,Skin
CDH19,0.446182746,Skin
CDH18,-0.190137592,Skin
ABL1,-0.4761365,Skin
VEZT,0.610637845,Skin
ADAM9,0.244909748,Skin
PRKD1,0.128418851,Skin
LAYN,0.052495815,Skin
HEG1,-0.175654627,Skin
FHL2,-0.214834373,Skin
FLNA,-0.512521222,Skin
CTNNA1,0.03192668,Skin
CTNNA2,-0.026293391,Skin
CTNNA3,-0.162678352,Skin
SYNM,0.28631375,Skin
GAB1,0.407998979,Skin
ASAP2,0.204179455,Skin
ASAP3,0.061488194,Skin
ARHGAP21,0.417090011,Skin
ARHGAP26,-0.157145767,Skin
ARHGAP24,0.162142154,Skin
PKD1,-0.013923487,Skin
PRKACA,-0.481796439,Skin
GNA12,-0.320179502,Skin
RAP1A,0.5236304,Skin
INSR,0.107044388,Skin
SPTBN1,0.101797229,Skin
ACTN1,-0.113592919,Skin
TRIP6,-0.419543438,Skin
CAV1,0.222994807,Skin
SVIL,0.274224047,Skin
MET,-0.255888813,Skin
CASS4,0.2542836,Skin
CDH8,0.037971042,Skin
HSPB1,-0.169453026,Skin
AJAP1,-0.047570222,Skin
PRNP,0.335893458,Skin
PEAK1,0.377679148,Skin
LPXN,0.191407687,Skin
LIMS2,-0.331173627,Skin
LIMS1,0.377544409,Skin
ARHGEF2,-0.003855674,Skin
CDH2,0.256968237,Skin
ACTB,-0.481210287,Skin
STARD13,0.221763069,Skin
JUP,0.003624311,Skin
CTNND2,-0.212131307,Skin
CTNND1,0.184623378,Skin
TESK1,-0.165123848,Skin
TRPM7,0.612292879,Skin
LIMK1,-0.395147177,Skin
FER,0.494607499,Skin
MAPK8IP3,0.37490558,Skin
DLG1,0.524339675,Skin
SPTLC1,0.18150922,Skin
KCNH2,-0.20206103,Skin
CIB2,-0.327700466,Skin
CIB1,-0.213527377,Skin
PTPN2,0.545457625,Skin
PTPN1,-0.437483153,Skin
PTPN6,0.13952152,Skin
OSTF1,0.055812973,Skin
DLG5,0.049183799,Skin
INPP5D,0.244227871,Skin
PXN,-0.116070229,Skin
THY1,-0.351743891,Skin
MMP14,-0.302323177,Skin
HRAS,-0.104851098,Skin
FLNB,0.056775436,Skin
CDH22,-0.093104056,Skin
LPP,0.442811521,Skin
PSEN1,0.105387199,Skin
NUMB,0.375976056,Skin
HAX1,-0.495201845,Skin
GIT1,-0.458731239,Skin
GIT2,0.193513043,Skin
DEF6,0.124647601,Skin
RHOU,0.213478231,Skin
RHOA,-0.115810124,Skin
CTTN,-0.073456377,Skin
ENG,-0.39731574,Skin
TLN1,-0.345256704,Skin
SDC1,0.003716855,Skin
SDC4,0.067672486,Skin
EXOC3,-0.143544306,Skin
ANK3,0.345461758,Skin
SSH1,0.220824644,Skin
RAVER1,-0.498236884,Skin
CBL,0.117952158,Skin
NCK2,0.278116336,Skin
MPP7,0.242227735,Skin
CORO2A,-0.042629028,Skin
CSNK2A1,-0.139622372,Skin
ITGB1BP1,-0.308513403,Skin
RAC1,-0.178508222,Skin
VCL,-0.21048567,Skin
ILKAP,-0.112346045,Skin
DBN1,-0.279096481,Skin
ZFYVE21,-0.012241868,Skin
PTK2,0.320169997,Skin
ITGB3BP,0.441640596,Skin
FBLIM1,-0.100139173,Skin
RNF5,-0.330679831,Skin
ACTR3,0.37408279,Skin
NUDT16L1,-0.301819016,Skin
NISCH,0.319627295,Skin
CRK,0.155717908,Skin
CSNK1E,-0.262411881,Skin
SRC,0.049834843,Skin
TNS1,-0.123444247,Skin
TJP2,-0.034935547,Skin
TJP1,0.26610473,Skin
SLC3A2,-0.551831115,Skin
FSCN1,-0.24622967,Skin
CD151,-0.083296439,Skin
IRS1,0.005445213,Skin
TRPV4,0.166899287,Skin
SDCBP,-0.020177535,Skin
ARHGEF12,0.243666916,Skin
MYOM1,-0.008283471,Skin
CORO1B,-0.450598159,Skin
WASF2,-0.318027128,Skin
CTNNB1,0.304730644,Skin
FABP3,-0.42744214,Skin
MACF1,0.26464545,Skin
MSN,-0.157702585,Skin
CDC42,0.252635172,Skin
TRIO,-0.176577573,Skin
SLC16A3,-0.218202536,Skin
ARHGAP32,0.072104924,Skin
ARHGAP35,0.002215569,Skin
TES,0.238808812,Skin
MARCKS,0.347289775,Skin
LMO7,0.339647348,Skin
NME1,-0.237412549,Skin
EPB41,0.226902608,Skin
TIAM1,0.207076943,Skin
PDZD2,0.028026003,Skin
NF2,-0.379688776,Skin
LASP1,-0.377608975,Skin
TRPC4,-0.088246391,Skin
DYNC1H1,-0.373813372,Skin
LIMA1,0.169443126,Skin
CASP3,0.535320128,Skin
CASP8,0.615448839,Skin
AKT1,-0.377519671,Skin
PKP4,0.366630761,Skin
ELMO1,0.124351027,Skin
SMPX,0.387389649,Skin
ANKRD28,0.443009434,Skin
PLCG1,-0.346498167,Skin
INPPL1,-0.142144232,Skin
EGFR,0.057140035,Skin
ARHGEF6,0.229063576,Skin
ARHGEF7,0.079807053,Skin
CDH9,-1,Skin
CDH1,-0.148244837,Skin
CDH3,-0.109231148,Skin
CDH5,-0.349701342,Skin
CDH4,-0.10121139,Skin
CDH7,-0.071023628,Skin
CDH6,-0.039846236,Skin
RACGAP1,-0.028476974,Skin
KEAP1,-0.339373299,Skin
NEXN,0.302897947,Skin
ENAH,0.385164606,Skin
ECT2,0.386342094,Skin
PLEC,-0.075046105,Skin
MYO7A,0.288241636,Skin
CSRP1,-0.18198426,Skin
BCAR1,-0.220063298,Skin
BCAR3,0.272044834,Skin
DNM2,-0.497878357,Skin
CFL1,-0.452484153,Skin
PLAUR,0.13350771,Skin
AKAP5,0.580390594,Skin
SHC1,-0.149819545,Skin
PTEN,0.394420805,Skin
KTN1,0.627281225,Skin
PTPRU,-0.265515814,Skin
PTPRT,-0.016895809,Skin
PTPRF,0.120345526,Skin
PTPRA,-0.208182198,Skin
PTPRO,0.336803952,Skin
PTPRM,-0.072303004,Skin
PTPRK,0.110643756,Skin
PTPRJ,0.261398359,Skin
PTPRH,0.10807571,Skin
VIM,-0.24469696,Skin
RDX,0.378854092,Skin
WASL,0.346102884,Skin
PIK3CA,0.492275547,Skin
ARF1,-0.43840371,Skin
ARF6,0.221049558,Skin
CLIP1,0.405021935,Skin
CD47,0.504549801,Skin
PAK1,0.012554256,Skin
FYN,-0.205034032,Skin
ARHGAP5,0.501478798,Skin
GRB2,-0.093127679,Skin
GRB7,0.094932205,Skin
ACP1,0.320560806,Skin
PRKCA,0.053141609,Skin
PRKCD,-0.055672833,Skin
SYK,0.008590206,Skin
ILK,-0.066572256,Skin
PLEKHA7,0.312550727,Skin
MYH10,-0.093903774,Skin
CGNL1,0.04527726,Skin
SLC9A1,-0.519393178,Skin
MYO6,0.341021518,Skin
PABPC1,0.279373281,Skin
DLC1,0.146124306,Skin
SH2B1,0.124079839,Skin
WIPF2,-0.22641186,Skin
PPM1F,-0.161146023,Skin
PPM1M,0.148862282,Skin
ZYX,-0.424650647,Skin
PPP2CA,0.439863866,Skin
ARPC2,-0.167387383,Skin
ARHGAP12,0.564252169,Skin
PALLD,0.479570781,Skin
PDPK1,0.196344334,Skin
PTK2B,0.155580752,Skin
IQGAP1,0.292622158,Skin
RNF185,-0.335595886,Skin
PARVA,-0.173160064,Skin
TRIOBP,-0.261535699,Skin
CSK,-0.435733022,Skin
SH3BP1,-0.203582168,Skin
MAGI1,-0.113490258,Skin
TSPAN1,0.072454239,Skin
HSPA2,-0.166060712,Skin
SHROOM3,0.223088995,Skin
VASP,-0.334143691,Skin
CEACAM1,0.099902862,Skin
ADD1,-0.322482124,Skin
LDB3,-0.141406071,Skin
MYH9,-0.337736063,Skin
PIP5K1C,-0.420859137,Skin
CAPN2,0.037761479,Skin
CAPN1,-0.299234665,Skin
PARVB,-0.546440287,Skin
ARVCF,0.051538821,Skin
STAT3,0.156799517,Skin
PDE4D,0.021770196,Skin
CD2AP,0.521444781,Skin
ITGA8,0.217766516,"Soft tissue,Bone"
ITGA9,0.073309678,"Soft tissue,Bone"
ITGA1,0.193150855,"Soft tissue,Bone"
ITGA2,0.055127559,"Soft tissue,Bone"
ITGA3,0.100056794,"Soft tissue,Bone"
ITGA4,-0.134195825,"Soft tissue,Bone"
ITGA5,-0.169935329,"Soft tissue,Bone"
ITGA6,0.144667389,"Soft tissue,Bone"
ITGA7,0.225775752,"Soft tissue,Bone"
ITGAX,-0.087552773,"Soft tissue,Bone"
ITGAV,0.075636056,"Soft tissue,Bone"
ITGAL,-0.097667547,"Soft tissue,Bone"
ITGAM,-0.253326558,"Soft tissue,Bone"
ITGAD,-0.061127404,"Soft tissue,Bone"
ITGAE,-0.186624622,"Soft tissue,Bone"
PTPN12,0.010732395,"Soft tissue,Bone"
PTPN11,0.108336822,"Soft tissue,Bone"
PTPN14,0.194829261,"Soft tissue,Bone"
SH3KBP1,-0.193149192,"Soft tissue,Bone"
SORBS1,0.318945451,"Soft tissue,Bone"
SORBS3,0.124482134,"Soft tissue,Bone"
SORBS2,0.169750908,"Soft tissue,Bone"
ADAM10,-0.190795587,"Soft tissue,Bone"
ADAM12,-0.20394707,"Soft tissue,Bone"
NDEL1,-0.122781948,"Soft tissue,Bone"
ABI2,0.32202426,"Soft tissue,Bone"
ABI3,-0.212631973,"Soft tissue,Bone"
ABI1,-0.000646018,"Soft tissue,Bone"
SRCIN1,0.329304592,"Soft tissue,Bone"
RASA1,-0.029919746,"Soft tissue,Bone"
ACTN4,0.015463262,"Soft tissue,Bone"
EZR,-0.053115747,"Soft tissue,Bone"
SIPA1L3,-0.080743903,"Soft tissue,Bone"
PPFIA1,0.088042801,"Soft tissue,Bone"
RAPGEF1,-0.009728332,"Soft tissue,Bone"
RAPGEF2,0.124783932,"Soft tissue,Bone"
TUBA1B,-0.163978553,"Soft tissue,Bone"
CALR,-0.316203879,"Soft tissue,Bone"
PFN1,-0.348809284,"Soft tissue,Bone"
SSX2IP,-0.022192277,"Soft tissue,Bone"
CYTH2,0.090544533,"Soft tissue,Bone"
CDH20,0.108131771,"Soft tissue,Bone"
CDH24,0.038346227,"Soft tissue,Bone"
FAT1,0.205701412,"Soft tissue,Bone"
SOS1,0.243098809,"Soft tissue,Bone"
CBLL1,0.184528581,"Soft tissue,Bone"
KRIT1,0.292551278,"Soft tissue,Bone"
SCRIB,0.220270475,"Soft tissue,Bone"
LYN,-0.165192127,"Soft tissue,Bone"
VAV1,-0.272218647,"Soft tissue,Bone"
VAV3,-0.033101136,"Soft tissue,Bone"
VAV2,0.136474313,"Soft tissue,Bone"
FERMT2,0.143208858,"Soft tissue,Bone"
FERMT3,-0.298646323,"Soft tissue,Bone"
FERMT1,0.091167532,"Soft tissue,Bone"
CRKL,0.067614695,"Soft tissue,Bone"
NRP1,-0.124282995,"Soft tissue,Bone"
NRP2,0.248467531,"Soft tissue,Bone"
AGAP2,0.095916161,"Soft tissue,Bone"
ROCK1,0.152035816,"Soft tissue,Bone"
PLD1,0.11950539,"Soft tissue,Bone"
DOCK1,0.147138865,"Soft tissue,Bone"
ITGB1,0.03449159,"Soft tissue,Bone"
ITGB3,-0.020490694,"Soft tissue,Bone"
ITGB2,-0.288839169,"Soft tissue,Bone"
ITGB5,-0.081317659,"Soft tissue,Bone"
ITGB4,0.283270684,"Soft tissue,Bone"
ITGB7,0.020903061,"Soft tissue,Bone"
ITGB6,0.029746079,"Soft tissue,Bone"
ITGB8,0.071968082,"Soft tissue,Bone"
ITGA10,0.036238313,"Soft tissue,Bone"
ITGA11,0.123934929,"Soft tissue,Bone"
LRP1,-0.150635332,"Soft tissue,Bone"
SIRPA,-0.124962954,"Soft tissue,Bone"
TGFB1I1,0.152857433,"Soft tissue,Bone"
SHARPIN,0.067827049,"Soft tissue,Bone"
CAPZA1,-0.369312356,"Soft tissue,Bone"
LIN7A,0.236227806,"Soft tissue,Bone"
PVR,-0.097454054,"Soft tissue,Bone"
MAPK1,0.061060488,"Soft tissue,Bone"
MAPK8,0.03831483,"Soft tissue,Bone"
NEDD9,0.182293082,"Soft tissue,Bone"
DIAPH1,-0.109199295,"Soft tissue,Bone"
PARD3,0.130490491,"Soft tissue,Bone"
CDH11,-0.050984838,"Soft tissue,Bone"
CDH10,0.051424514,"Soft tissue,Bone"
CDH12,-0.040366348,"Soft tissue,Bone"
CDH15,-0.034437508,"Soft tissue,Bone"
CDH19,0.045853731,"Soft tissue,Bone"
CDH18,-0.21462762,"Soft tissue,Bone"
ABL1,0.172459,"Soft tissue,Bone"
VEZT,0.23448728,"Soft tissue,Bone"
ADAM9,-0.069631601,"Soft tissue,Bone"
PRKD1,0.149211445,"Soft tissue,Bone"
LAYN,0.112758038,"Soft tissue,Bone"
HEG1,-0.063881266,"Soft tissue,Bone"
FHL2,0.119625611,"Soft tissue,Bone"
FLNA,0.080283468,"Soft tissue,Bone"
CTNNA1,0.16229469,"Soft tissue,Bone"
CTNNA2,-0.110768225,"Soft tissue,Bone"
CTNNA3,0.122105139,"Soft tissue,Bone"
SYNM,0.253346184,"Soft tissue,Bone"
GAB1,0.308468073,"Soft tissue,Bone"
ASAP2,0.019919927,"Soft tissue,Bone"
ASAP3,-0.208544272,"Soft tissue,Bone"
ARHGAP21,0.146577648,"Soft tissue,Bone"
ARHGAP26,-0.045178875,"Soft tissue,Bone"
ARHGAP24,0.004505049,"Soft tissue,Bone"
PKD1,0.354034369,"Soft tissue,Bone"
PRKACA,-0.007444107,"Soft tissue,Bone"
GNA12,-0.016085946,"Soft tissue,Bone"
RAP1A,0.083189163,"Soft tissue,Bone"
INSR,0.246928582,"Soft tissue,Bone"
SPTBN1,0.026865597,"Soft tissue,Bone"
ACTN1,0.089892799,"Soft tissue,Bone"
TRIP6,0.057255153,"Soft tissue,Bone"
CAV1,0.029125007,"Soft tissue,Bone"
SVIL,0.317248338,"Soft tissue,Bone"
MET,-0.007798007,"Soft tissue,Bone"
CASS4,-0.117391689,"Soft tissue,Bone"
CDH8,0.127677242,"Soft tissue,Bone"
HSPB1,0.109747517,"Soft tissue,Bone"
AJAP1,0.083310445,"Soft tissue,Bone"
PRNP,0.178084304,"Soft tissue,Bone"
PEAK1,0.185027576,"Soft tissue,Bone"
LPXN,-0.229760081,"Soft tissue,Bone"
LIMS2,0.299932482,"Soft tissue,Bone"
LIMS1,-0.127514412,"Soft tissue,Bone"
